cloud_clear,cloud_cloudy,cloud_overcast,cloud_partly cloudy,location_coastal,location_inland,location_mountain,season_Autumn,season_Spring,season_Summer,season_Winter,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Weather Type
1,0,0,0,1,0,0,1,0,0,0,32,27,10,5,1027.41,8,8,3
0,0,1,0,0,1,0,0,1,0,0,19,78,6.5,33,1004.21,1,8,0
1,0,0,0,1,0,0,1,0,0,0,26,42,7,15,1026.06,11,10,3
0,0,1,0,0,0,1,0,1,0,0,75,70,35.5,99,1019.26,5,6.5,0
1,0,0,0,0,0,1,1,0,0,0,44,55,0.5,18,1020.67,8,7,3
0,0,1,0,1,0,0,0,0,1,0,26,81,8.5,66,1005.64,1,1.5,1
0,0,1,0,0,0,1,0,1,0,0,25,82,19.5,86,1009.16,2,2,1
0,0,1,0,0,1,0,0,0,0,1,-3,64,2,53,983.9,1,1.5,2
0,0,1,0,0,1,0,0,0,0,1,-11,98,33,91,982.39,7,0.5,2
0,0,1,0,0,0,1,0,0,0,1,-7,74,6.5,65,996.08,1,1.5,2
0,0,1,0,0,0,1,0,0,0,1,3,79,7.5,80,993.59,0,4.5,2
0,0,0,1,0,0,1,0,1,0,0,23,84,19,74,1013.45,5,5.5,3
0,0,0,1,1,0,0,0,1,0,0,25,102,24.5,87,996.35,10,3.5,1
1,0,0,0,0,0,1,0,0,1,0,30,51,7,4,1018.49,9,5.5,3
0,0,1,0,0,0,1,0,0,0,1,4,64,15.5,55,990.36,1,2.5,2
1,0,0,0,0,0,1,1,0,0,0,27,49,3,12,1028.57,6,6.5,3
1,0,0,0,0,0,1,0,0,0,1,48,93,5.5,75,1017.07,8,6.5,3
1,0,0,0,0,0,1,0,0,0,1,41,32,1.5,11,1012.63,7,8.5,3
0,1,0,0,0,1,0,0,1,0,0,-13,77,9.5,46,912.8,6,15,3
0,0,1,0,0,0,1,0,0,0,1,-8,68,5.5,80,990.74,1,3,2
1,0,0,0,0,1,0,0,0,1,0,31,37,3.5,10,1017.43,10,8.5,3
0,0,0,1,0,0,1,0,0,0,1,-5,97,6,51,984.17,1,1.5,2
0,0,1,0,0,0,1,0,0,0,1,-8,87,20,84,996.86,1,3.5,2
0,0,1,0,0,0,1,0,0,0,1,-5,92,10,68,997.53,1,2.5,2
0,0,0,1,0,0,1,0,0,0,1,44,51,3.5,36,876.32,8,9.5,2
1,0,0,0,1,0,0,0,0,0,1,73,105,12,94,1022.52,11,1.5,3
0,0,1,0,0,0,1,0,0,0,1,14,69,14.5,16,1013.48,3,6.5,0
0,0,0,1,0,0,1,0,0,0,1,2,68,3,68,993.19,0,3,2
0,0,1,0,0,1,0,0,1,0,0,47,23,10.5,82,1172.49,11,9.5,2
0,0,1,0,0,1,0,0,0,0,1,1,91,14,52,984.77,1,2,2
0,0,0,1,0,1,0,0,0,0,1,14,60,0,16,1004.87,4,8.5,0
1,0,0,0,1,0,0,0,0,1,0,39,51,2.5,15,1021.17,10,5.5,3
0,0,1,0,0,1,0,0,0,0,1,-3,86,15.5,87,987.77,0,3,2
0,0,0,1,0,0,1,0,1,0,0,20,72,36,102,1001.63,10,3.5,0
1,0,0,0,0,0,1,0,0,0,1,28,56,6.5,11,1024.91,5,10,3
0,0,1,0,1,0,0,0,1,0,0,25,79,7,63,996.44,2,4,1
0,0,0,1,0,0,1,0,0,0,1,0,72,7.5,70,990.77,0,1.5,2
0,0,1,0,0,1,0,0,0,1,0,33,61,6.5,69,1008.12,1,2.5,1
0,0,0,1,1,0,0,0,1,0,0,43,30,4,19,1028.42,11,5.5,3
1,0,0,0,1,0,0,0,0,0,1,21,53,10,18,1027.11,6,5,3
0,0,1,0,0,0,1,0,0,0,1,3,65,19.5,78,981.31,1,1.5,2
0,0,0,1,1,0,0,1,0,0,0,32,62,15,54,1014.33,3,1.5,1
0,0,0,1,0,0,1,0,0,1,0,19,65,7.5,39,1009.88,4,7,0
0,0,1,0,0,1,0,0,0,0,1,2,103,7,103,994.52,14,1,2
0,0,1,0,1,0,0,0,0,1,0,15,51,13,34,1018.72,2,8,0
0,0,1,0,0,0,1,0,0,1,0,41,97,27.5,101,991.49,0,0.5,1
1,0,0,0,0,0,1,0,0,1,0,26,105,13,96,1014.18,10,6,3
0,0,0,1,0,0,1,0,0,1,0,28,45,9,11,1023.95,9,6,3
0,0,0,1,0,0,1,1,0,0,0,23,68,15,96,1009.24,0,2,1
1,0,0,0,0,1,0,1,0,0,0,40,32,6.5,15,1029.8,6,8.5,3
0,0,1,0,1,0,0,0,1,0,0,10,60,7.5,90,1125.69,13,18.5,3
1,0,0,0,1,0,0,0,1,0,0,27,48,8,3,1019.05,7,9,3
0,0,1,0,0,0,1,0,0,1,0,24,74,5.5,35,1005.48,4,6.5,0
0,0,1,0,0,0,1,0,1,0,0,11,73,9.5,39,1019.63,2,8,0
0,0,1,0,0,1,0,0,0,0,1,-2,70,17,61,981.11,1,2,2
0,0,0,1,0,0,1,0,0,0,1,-22,94,24.5,75,980.89,6,1.5,2
0,0,1,0,1,0,0,0,0,1,0,11,59,1,10,1014.57,1,7,0
1,0,0,0,1,0,0,0,1,0,0,22,56,8,17,1024.09,11,7,3
0,0,0,1,0,1,0,0,0,0,1,25,57,1,22,1013.14,4,6,0
0,0,0,1,0,1,0,0,0,0,1,-5,70,1.5,59,992.91,0,1.5,2
0,0,1,0,0,0,1,0,0,0,1,-2,87,3.5,59,998.78,1,2,2
0,0,0,1,0,1,0,0,1,0,0,-10,35,11,84,1170.78,5,12,0
1,0,0,0,1,0,0,0,0,1,0,20,27,8.5,15,1013.44,6,8.5,3
0,0,0,1,0,1,0,0,0,0,1,1,60,18.5,71,996.93,0,2.5,2
0,0,1,0,0,0,1,0,0,0,1,-9,93,13.5,80,984.79,0,2.5,2
0,0,1,0,0,0,1,1,0,0,0,27,81,19.5,79,1006.48,2,4,1
0,0,0,1,1,0,0,1,0,0,0,24,42,8,15,1013.56,8,10,3
0,0,1,0,0,1,0,1,0,0,0,46,47,2.5,29,1183.59,10,9,3
0,0,1,0,0,0,1,0,0,0,1,-6,77,4,77,986.3,0,4.5,2
0,0,1,0,0,0,1,0,0,0,1,24,63,7.5,20,1000.2,1,6,0
0,0,0,1,0,0,1,0,0,1,0,35,94,17,101,1000.99,12,10,0
0,0,1,0,0,0,1,0,0,0,1,0,75,3.5,56,997.51,0,5,2
0,0,1,0,0,1,0,0,0,0,1,-21,91,22,74,995.7,8,0.5,2
0,0,1,0,0,0,1,0,0,0,1,1,96,9,95,990.82,1,3.5,2
0,0,1,0,0,1,0,0,0,0,1,26,88,18.5,81,992.92,3,4.5,1
0,0,1,0,0,0,1,0,0,0,1,30,76,14.5,20,1005.52,2,5.5,0
1,0,0,0,0,0,1,0,1,0,0,36,55,1,19,1024.47,10,8.5,3
0,0,1,0,0,1,0,0,0,0,1,-7,99,21.5,88,990.26,14,1.5,2
0,0,1,0,1,0,0,0,1,0,0,10,67,9.5,74,1018.43,0,1.5,1
0,0,0,1,0,1,0,0,0,0,1,30,60,13,87,997.88,1,3,1
0,0,0,1,0,0,1,0,0,1,0,27,40,2.5,12,1013.41,7,8.5,3
0,1,0,0,0,0,1,0,1,0,0,7,37,14.5,84,816.07,1,2,0
0,0,1,0,0,0,1,0,0,0,1,1,76,18.5,69,998.52,0,4,2
0,0,1,0,1,0,0,0,0,0,1,22,97,7.5,73,1008.16,2,2,1
1,0,0,0,1,0,0,0,0,0,1,41,41,4.5,10,1013.37,6,9,3
0,0,1,0,1,0,0,0,0,0,1,17,72,16,84,998.7,2,4.5,1
0,0,0,1,1,0,0,0,0,1,0,20,66,13.5,11,1003.52,2,8,0
1,0,0,0,0,1,0,0,1,0,0,43,32,7.5,10,1014.77,7,9,3
0,0,0,1,0,1,0,0,0,0,1,-10,103,37,80,997.31,11,1,2
0,0,0,1,1,0,0,0,1,0,0,31,62,9.5,74,1012.08,1,4.5,1
0,0,0,1,0,0,1,0,1,0,0,25,62,13.5,41,1009.99,1,8.5,0
0,0,0,1,0,1,0,0,1,0,0,37,79,0,35,1185.32,10,12.5,0
1,0,0,0,0,0,1,0,0,0,1,37,23,1.5,17,1025.11,10,9.5,3
0,0,1,0,1,0,0,0,0,1,0,14,63,13,92,986.75,3,18,2
0,0,1,0,0,0,1,0,0,0,1,3,95,10,67,988.8,1,4.5,2
0,0,1,0,0,1,0,0,0,0,1,4,69,14,90,984.42,0,3.5,2
0,0,0,1,0,0,1,1,0,0,0,28,51,11,62,826.57,0,5.5,0
0,0,0,1,0,0,1,0,1,0,0,31,70,14.5,45,1016.27,4,7.5,0
0,0,1,0,1,0,0,0,1,0,0,32,63,11.5,81,1018.15,1,5,1
0,0,0,1,0,1,0,0,0,0,1,21,34,6,7,1015.47,9,8,3
0,0,1,0,0,1,0,0,0,0,1,1,61,10,89,988.69,0,3,2
0,0,0,1,1,0,0,0,1,0,0,24,73,14,38,1017.76,2,7.5,0
0,0,0,1,0,0,1,0,1,0,0,23,74,6,71,1022.06,5,3,3
0,1,0,0,0,0,1,0,0,1,0,42,27,8,13,804,14,19.5,2
0,0,1,0,0,0,1,0,0,0,1,-1,95,13,79,987.82,0,1.5,2
1,0,0,0,0,0,1,0,1,0,0,29,21,3.5,5,1014.9,11,8,3
0,0,1,0,0,1,0,0,1,0,0,24,88,17.5,58,1007.43,1,2,1
0,0,1,0,0,1,0,0,0,1,0,19,64,13.5,87,1016.73,1,4.5,1
0,0,0,1,1,0,0,0,0,1,0,44,42,9,18,1027.68,8,6,3
0,0,1,0,0,0,1,1,0,0,0,31,70,9,12,1017.9,2,8.5,0
0,0,1,0,1,0,0,0,1,0,0,-19,68,12.5,80,938.94,3,7,0
0,0,1,0,1,0,0,0,1,0,0,25,55,8,14,1019.5,3,8,0
1,0,0,0,0,1,0,0,0,1,0,27,49,7.5,15,1025.36,6,9.5,3
0,0,0,1,0,1,0,0,0,0,1,-6,88,6.5,92,993.17,1,4,2
0,0,0,1,1,0,0,0,1,0,0,23,58,12,27,1013.14,4,6.5,0
0,0,0,1,0,1,0,1,0,0,0,49,83,0,71,1009.87,3,10,0
0,0,1,0,0,1,0,0,0,0,1,2,85,10.5,84,999.56,1,4,2
0,0,0,1,0,1,0,0,0,0,1,-1,91,2,91,999.65,1,3,2
0,0,1,0,0,1,0,0,0,0,1,3,75,5.5,93,994.31,0,2,2
0,0,1,0,1,0,0,0,1,0,0,32,53,4.5,41,1007.25,4,8.5,0
0,0,1,0,0,0,1,0,0,0,1,4,84,1,78,983.64,0,2.5,2
0,0,1,0,0,1,0,0,0,0,1,-8,61,16.5,58,986.3,0,2.5,2
0,0,0,1,0,1,0,0,1,0,0,30,97,18,69,993.7,3,2.5,1
0,0,1,0,0,1,0,0,0,0,1,-8,87,16.5,73,997.9,1,5,2
0,0,1,0,0,1,0,0,1,0,0,40,97,13,100,1010.52,3,2.5,0
0,0,1,0,0,1,0,0,1,0,0,17,71,19,74,1001.64,3,1.5,1
0,0,1,0,0,0,1,0,0,0,1,-3,73,8,72,987.45,1,2,2
0,0,0,1,1,0,0,0,0,1,0,25,49,2,71,973.42,4,0,0
0,0,1,0,1,0,0,0,0,0,1,13,99,13,74,1010.58,3,1,1
0,1,0,0,0,0,1,0,0,1,0,28,33,8,61,1187.74,4,6,3
0,0,0,1,0,0,1,1,0,0,0,-20,52,3.5,87,922.51,14,16,2
0,0,0,1,0,0,1,0,0,1,0,22,50,4.5,41,1007.32,4,8.5,0
1,0,0,0,1,0,0,0,1,0,0,40,21,4.5,11,1012.68,7,9.5,3
0,0,1,0,0,1,0,0,0,0,1,4,99,8,79,999.79,0,5,2
0,0,1,0,0,1,0,0,0,0,1,-4,62,13.5,78,993.99,1,3.5,2
0,0,0,1,0,1,0,0,1,0,0,39,35,14,17,810.56,8,5,3
1,0,0,0,1,0,0,0,0,1,0,42,61,0,17,1016.89,11,9,3
0,0,0,1,1,0,0,0,0,0,1,10,98,13,95,1015.05,3,1.5,1
0,0,0,1,0,0,1,1,0,0,0,33,67,13,32,1000.83,1,6,0
1,0,0,0,1,0,0,0,0,0,1,31,50,2,16,1023.9,9,10,3
0,0,1,0,0,0,1,0,0,0,1,-10,84,14.5,78,990.78,1,3.5,2
0,0,0,1,0,0,1,0,0,1,0,41,66,2,8,1012.86,10,8,3
0,0,1,0,0,0,1,0,0,0,1,0,96,1.5,88,988.22,0,2.5,2
0,0,0,1,0,0,1,0,0,1,0,14,82,9.5,71,992.51,0,3.5,1
0,0,1,0,0,0,1,1,0,0,0,22,68,8,22,1001.82,1,6.5,0
0,0,1,0,0,1,0,0,0,0,1,-9,87,7.5,56,997.69,1,2,2
0,0,1,0,0,0,1,1,0,0,0,28,80,6,89,1004.07,0,4.5,1
0,0,1,0,0,0,1,0,0,0,1,-3,98,6,99,982.6,0,5,2
0,0,1,0,0,0,1,0,0,0,1,4,80,10.5,50,982.13,1,2,2
0,0,1,0,0,0,1,0,0,0,1,-3,74,16.5,87,989.04,0,3.5,2
1,0,0,0,1,0,0,0,1,0,0,29,56,7,3,1010.5,11,5,3
0,0,0,1,0,1,0,0,0,0,1,-3,74,10.5,105,998.87,2,2.5,2
0,0,1,0,0,1,0,0,0,0,1,13,73,13.5,44,1013,1,8,0
0,0,1,0,0,0,1,0,0,0,1,16,98,14.5,93,991.92,1,4.5,1
0,0,1,0,1,0,0,0,0,1,0,24,77,6,77,1007.29,2,3,1
0,0,0,1,1,0,0,0,0,1,0,11,59,2,38,1018.8,3,7,0
1,0,0,0,1,0,0,0,0,0,1,21,68,5.5,15,1020.71,10,9,3
0,0,1,0,1,0,0,0,0,1,0,16,77,8,34,1007.74,1,7.5,0
0,0,0,1,1,0,0,0,1,0,0,19,78,10,38,1006.17,2,8,0
1,0,0,0,1,0,0,0,1,0,0,36,36,7.5,10,1018.51,11,7,3
0,0,1,0,1,0,0,0,0,1,0,17,77,7,59,997.83,2,1.5,1
0,0,1,0,1,0,0,0,0,1,0,21,79,15.5,51,1000.96,2,3.5,1
0,0,1,0,1,0,0,0,1,0,0,33,79,17,55,1014.11,1,2.5,1
0,0,1,0,0,1,0,0,0,1,0,15,74,4.5,32,1007.64,1,7.5,0
0,0,1,0,1,0,0,0,0,1,0,18,65,9.5,83,1016.84,1,2.5,1
0,0,1,0,0,1,0,0,0,0,1,3,95,16,82,992.28,1,2,2
0,0,1,0,0,1,0,0,0,0,1,1,70,19.5,93,995.39,0,3.5,2
0,0,0,1,0,1,0,0,0,0,1,0,70,39.5,109,990.93,13,2,2
1,0,0,0,0,0,1,0,0,0,1,27,33,8.5,0,1010.72,11,5.5,3
0,0,0,1,1,0,0,0,1,0,0,-14,24,8.5,85,890.24,12,3,2
0,0,1,0,0,1,0,0,0,1,0,26,94,8.5,91,1015.87,3,1,1
0,0,1,0,0,1,0,0,0,0,1,2,100,20.5,98,998.24,5,0.5,2
0,0,1,0,0,1,0,0,0,0,1,2,89,19.5,81,983.93,2,1.5,2
0,0,1,0,0,0,1,0,0,0,1,-8,108,36.5,80,986.2,12,3.5,2
0,0,0,1,0,1,0,0,0,0,1,-8,65,7,90,990.02,0,2,2
0,0,0,1,0,0,1,0,0,0,1,24,56,14.5,11,1001.54,2,8,0
0,0,1,0,0,0,1,0,0,1,0,33,98,14,93,996.33,2,4.5,1
0,0,1,0,1,0,0,0,0,1,0,33,93,5,93,1009.61,2,1.5,1
0,0,0,1,1,0,0,0,0,0,1,30,70,16,53,1004.4,1,4.5,1
0,1,0,0,1,0,0,0,1,0,0,-1,41,3.5,12,1126.99,10,6,0
0,0,1,0,0,0,1,0,0,0,1,4,96,0,52,997.85,0,5,2
0,0,0,1,0,1,0,0,0,0,1,-4,79,14.5,83,985.67,1,2,2
0,1,0,0,1,0,0,0,0,0,1,23,33,2.5,86,1146.4,3,16.5,2
0,0,1,0,0,0,1,0,0,0,1,-2,83,33,89,988.92,13,1.5,2
0,0,1,0,0,1,0,0,0,0,1,33,86,13,65,1016.84,3,5,1
0,0,0,1,1,0,0,0,1,0,0,27,80,10,84,1008.88,13,10,0
0,0,1,0,0,0,1,0,0,0,1,3,107,3,72,993.7,12,2.5,2
0,1,0,0,0,1,0,0,0,0,1,16,65,12.5,27,1146.34,8,15,1
0,0,1,0,0,1,0,0,0,0,1,-9,71,10,84,989.79,0,3,2
0,0,1,0,1,0,0,1,0,0,0,34,63,5,71,1004.06,3,3.5,1
1,0,0,0,0,1,0,0,1,0,0,43,39,0.5,6,1013.52,5,6,3
0,0,1,0,0,1,0,0,0,0,1,1,92,3.5,95,994.98,1,4,2
0,0,0,1,1,0,0,0,0,0,1,30,29,0.5,13,1013.89,6,7,3
1,0,0,0,0,1,0,0,0,1,0,36,63,5.5,17,1013.88,9,8.5,3
0,0,1,0,0,0,1,0,1,0,0,15,69,11.5,66,1019.72,0,2,1
0,0,0,1,1,0,0,1,0,0,0,38,49,4,0,1027.97,10,6,3
1,0,0,0,0,0,1,0,0,0,1,23,37,4,11,1025.74,11,5.5,3
0,0,1,0,1,0,0,0,0,1,0,28,25,5.5,78,1163.29,4,12,2
0,0,1,0,0,1,0,0,0,1,0,20,76,13.5,70,990.58,0,4.5,1
0,0,1,0,0,0,1,0,0,0,1,0,72,6,75,991.53,1,3.5,2
0,0,1,0,0,0,1,0,0,0,1,-10,81,2,53,982.75,1,3.5,2
0,0,0,1,1,0,0,1,0,0,0,14,78,0.5,15,1001.76,2,6,0
0,0,1,0,0,0,1,0,0,0,1,0,86,19.5,61,988.05,1,4.5,2
0,0,0,1,0,0,1,0,1,0,0,32,63,10,81,1016.1,2,5,1
0,0,0,1,1,0,0,1,0,0,0,10,78,16.5,65,1013.08,0,1.5,1
1,0,0,0,0,1,0,0,0,1,0,39,64,7,14,1010.59,10,9,3
0,0,0,1,0,1,0,0,0,0,1,21,71,18,70,1001.17,2,3.5,1
0,0,1,0,0,0,1,0,0,0,1,-9,66,8,61,994.79,1,2,2
1,0,0,0,0,0,1,0,0,0,1,37,25,6.5,14,1019.93,5,6.5,3
0,0,1,0,0,1,0,1,0,0,0,30,57,12.5,33,1002.2,1,7,0
0,0,0,1,0,1,0,0,0,0,1,-6,71,17,94,982.37,0,2.5,2
0,0,0,1,0,1,0,1,0,0,0,21,89,15,54,995.68,0,2.5,1
0,0,1,0,0,1,0,0,0,0,1,32,67,7.5,40,1016.54,2,5.5,0
0,0,0,1,0,0,1,1,0,0,0,20,82,11,99,999.98,2,5,1
0,0,0,1,1,0,0,0,1,0,0,31,26,0.5,19,1017.12,6,5,3
0,0,0,1,0,1,0,0,0,0,1,0,75,12.5,65,993.77,1,3,2
1,0,0,0,0,1,0,0,0,0,1,32,51,7,11,1022.43,6,8,3
0,0,1,0,0,0,1,0,0,1,0,30,79,5,58,1001.2,2,2,1
0,0,0,1,1,0,0,0,0,0,1,55,79,8,92,1011.51,10,1,0
0,0,0,1,0,1,0,0,1,0,0,24,94,6.5,91,990.86,0,2,1
0,0,0,1,1,0,0,0,1,0,0,33,79,6.5,13,1003.69,2,8.5,0
0,0,0,1,0,0,1,0,0,0,1,26,77,5.5,14,1010.16,1,8.5,0
0,0,0,1,0,0,1,0,0,0,1,21,54,11.5,16,1010.3,3,8,0
0,0,0,1,0,1,0,1,0,0,0,22,51,0.5,49,1001.19,1,9,0
0,0,0,1,0,1,0,0,0,0,1,-6,83,15,88,993.8,7,1,2
0,0,0,1,0,0,1,1,0,0,0,42,72,27,83,1011.45,1,8,0
0,0,1,0,0,1,0,0,1,0,0,21,76,7,92,1018.18,3,1,1
0,1,0,0,0,1,0,0,1,0,0,12,52,14.5,74,941.05,14,16.5,3
0,0,1,0,0,0,1,0,0,0,1,12,52,10,24,1000.66,3,6.5,0
0,0,0,1,0,0,1,1,0,0,0,31,94,5.5,52,1008.35,0,1.5,1
0,0,1,0,0,1,0,0,0,1,0,19,58,1,13,1019.71,1,5.5,0
0,0,0,1,1,0,0,1,0,0,0,19,71,4.5,22,1001.21,3,6.5,0
0,0,1,0,1,0,0,0,1,0,0,20,80,14,81,1012.53,6,2.5,0
0,0,1,0,0,1,0,0,0,0,1,-8,99,16,90,987.61,0,3.5,2
0,0,0,1,0,1,0,0,0,0,1,57,93,4,102,1012.19,12,13,3
0,0,1,0,0,1,0,0,1,0,0,30,86,11,63,1016.4,1,5,1
0,0,0,1,0,1,0,1,0,0,0,22,77,13.5,47,1008.99,4,6,0
0,0,1,0,1,0,0,0,1,0,0,11,76,7.5,99,994.92,1,3.5,1
1,0,0,0,0,1,0,0,0,0,1,40,53,8.5,17,1024.51,7,8.5,3
0,0,1,0,1,0,0,0,1,0,0,34,73,2,41,1005.56,4,9,0
0,0,1,0,1,0,0,0,1,0,0,47,41,5,98,978.26,14,19.5,0
0,0,1,0,0,1,0,0,0,1,0,21,91,8.5,62,1016.56,1,4.5,1
1,0,0,0,1,0,0,0,0,0,1,29,27,3.5,3,1010.55,6,5.5,3
1,0,0,0,1,0,0,1,0,0,0,38,57,7,6,1014.62,11,7,3
0,0,0,1,0,0,1,0,0,1,0,42,24,3,12,1023.94,6,6.5,3
0,0,1,0,0,1,0,0,0,0,1,-6,97,20,63,999.09,1,1.5,2
0,0,1,0,0,0,1,0,1,0,0,25,87,12,80,1016.87,2,1.5,1
1,0,0,0,1,0,0,0,1,0,0,32,63,4,18,1014.64,5,6,3
0,0,0,1,0,0,1,0,0,0,1,41,47,7.5,11,1023.15,9,8.5,3
0,0,1,0,0,0,1,0,0,1,0,22,65,5.5,30,1009.09,1,7.5,0
0,0,1,0,1,0,0,0,0,1,0,25,57,11,14,1010.23,1,6.5,0
0,0,0,1,0,0,1,0,0,0,1,40,64,5.5,19,1027.39,11,8.5,3
1,0,0,0,0,1,0,0,0,0,1,33,22,6.5,3,1022.31,10,7,3
0,0,1,0,0,1,0,0,1,0,0,28,68,12,19,1018.34,3,5.5,0
1,0,0,0,0,1,0,1,0,0,0,27,33,4,6,1020.28,11,9.5,3
0,0,1,0,0,1,0,0,0,0,1,-6,67,16.5,92,991.21,1,4,2
0,0,0,1,0,1,0,0,0,1,0,11,94,9.5,77,1013.56,0,3,1
0,0,1,0,0,0,1,0,0,0,1,4,92,13.5,85,996.85,1,1.5,2
0,0,0,1,0,0,1,1,0,0,0,16,60,4.5,48,1002.12,1,6.5,0
1,0,0,0,0,1,0,0,0,0,1,40,49,4.5,16,1011.36,5,7,3
0,0,0,1,0,1,0,0,1,0,0,12,63,2.5,16,1000.51,3,7.5,0
1,0,0,0,0,0,1,0,0,0,1,32,42,0,16,1018.41,6,9.5,3
0,0,1,0,0,1,0,0,0,0,1,3,67,18.5,93,980.05,1,2.5,2
1,0,0,0,0,1,0,0,0,0,1,23,31,6,5,1026.32,11,6,3
0,0,1,0,0,1,0,0,0,0,1,-7,77,6.5,73,985.62,0,1.5,2
1,0,0,0,0,1,0,0,1,0,0,72,82,4,70,1015.49,7,5,3
0,0,1,0,0,0,1,0,0,0,1,-10,67,9.5,94,985.76,1,3,2
0,0,1,0,1,0,0,0,1,0,0,39,107,25,71,996.59,11,5.5,1
1,0,0,0,0,1,0,0,0,0,1,42,40,6,10,1027.1,8,5.5,3
0,0,1,0,0,0,1,0,0,0,1,2,96,10,50,988.94,1,3.5,2
0,0,1,0,0,0,1,0,0,0,1,4,78,15,62,997.87,0,2.5,2
0,0,0,1,0,0,1,0,1,0,0,22,64,16,89,1006.88,2,2.5,1
1,0,0,0,0,0,1,0,0,0,1,29,31,9.5,18,1028.49,9,5.5,3
0,0,1,0,0,0,1,0,0,1,0,30,81,9.5,72,1014.52,3,4.5,1
0,0,1,0,1,0,0,0,0,0,1,34,63,13.5,89,992.12,1,3,1
1,0,0,0,1,0,0,0,0,1,0,41,24,10,19,1027.07,7,9.5,3
0,0,0,1,0,0,1,0,0,1,0,38,20,1.5,5,1020.81,8,6,3
0,0,1,0,0,0,1,0,0,1,0,27,80,14.5,75,996.26,1,4,1
0,0,0,1,0,0,1,1,0,0,0,41,26,0.5,8,1029.64,9,9.5,3
0,0,0,1,1,0,0,1,0,0,0,30,65,11,29,1014.34,3,8.5,0
0,0,1,0,0,0,1,0,0,0,1,-5,95,29.5,79,988.8,0,1.5,2
0,0,0,1,0,1,0,0,0,0,1,34,70,13.5,93,990.02,1,3,1
1,0,0,0,0,1,0,0,1,0,0,30,106,7,102,1012.3,10,8,3
0,0,0,1,1,0,0,0,1,0,0,30,26,4.5,6,1025.13,5,9,3
0,0,1,0,0,0,1,1,0,0,0,21,26,12.5,12,1008.41,2,19,3
1,0,0,0,0,0,1,0,1,0,0,27,67,0.5,2,1010.91,8,6.5,3
0,0,1,0,1,0,0,0,0,1,0,30,52,6,27,1013.51,1,8.5,0
0,0,1,0,0,1,0,0,0,0,1,16,81,20,88,992.17,2,3,1
0,0,0,1,0,0,1,0,0,1,0,22,46,9.5,17,1011.02,10,6.5,3
1,0,0,0,0,0,1,1,0,0,0,43,37,2.5,3,1012.08,5,7.5,3
0,0,1,0,0,0,1,0,0,0,1,-7,82,16,92,989.51,1,4,2
0,0,1,0,1,0,0,0,1,0,0,19,62,1,42,1001.33,1,8,0
1,0,0,0,0,1,0,0,0,0,1,42,39,4,19,1021.36,9,8.5,3
1,0,0,0,0,1,0,0,0,1,0,27,37,6.5,13,1026.07,7,7.5,3
0,0,1,0,1,0,0,0,0,1,0,14,73,5,84,1007.32,0,2,1
0,0,1,0,0,0,1,0,0,0,1,10,94,11.5,75,1001.35,3,3,1
0,0,1,0,0,1,0,0,0,0,1,19,92,15.5,72,998.75,2,4.5,1
0,0,1,0,1,0,0,0,1,0,0,29,69,13.5,88,993.87,3,3.5,1
0,0,0,1,1,0,0,0,0,1,0,3,59,13,56,1162.71,5,6.5,3
0,0,0,1,1,0,0,1,0,0,0,24,51,10.5,37,1009.55,4,8,0
0,0,0,1,0,1,0,0,0,1,0,18,70,12.5,77,1010.19,1,1,1
0,0,1,0,0,0,1,0,0,0,1,10,72,6.5,64,997.32,2,4.5,1
0,0,1,0,0,0,1,0,1,0,0,10,81,8,93,991.99,3,4.5,1
1,0,0,0,0,0,1,1,0,0,0,27,35,9.5,19,1014.96,7,7.5,3
1,0,0,0,1,0,0,1,0,0,0,25,60,1.5,16,1014.47,5,9.5,3
0,0,0,1,1,0,0,1,0,0,0,22,48,8.5,82,1002.55,10,1.5,2
0,0,0,1,0,0,1,1,0,0,0,36,33,0.5,16,1014.17,8,6,3
0,1,0,0,1,0,0,0,0,1,0,-20,76,14.5,75,920.48,13,17.5,2
0,0,1,0,0,0,1,0,0,0,1,15,63,6.5,61,1015.01,3,1,1
0,0,0,1,0,1,0,0,0,0,1,2,99,8,81,998.49,14,2,2
1,0,0,0,0,0,1,0,0,1,0,34,61,5.5,19,1013.71,10,9.5,3
1,0,0,0,1,0,0,0,0,0,1,29,57,6,8,1029.78,10,9.5,3
0,0,1,0,1,0,0,0,0,0,1,3,35,2.5,23,1086.31,12,4,0
0,0,0,1,0,1,0,0,0,1,0,46,100,13,96,1025.07,0,5,3
0,0,0,1,0,0,1,0,0,0,1,-4,63,14.5,83,982.33,1,2,2
0,1,0,0,1,0,0,0,1,0,0,32,31,5.5,23,1059.6,12,3,0
0,0,0,1,0,1,0,1,0,0,0,4,55,3.5,49,992.07,7,13.5,2
0,0,0,1,1,0,0,0,0,1,0,32,56,12.5,28,1002.97,1,7.5,0
1,0,0,0,0,1,0,0,0,1,0,34,73,4.5,92,1011.87,14,1,3
0,0,1,0,0,0,1,1,0,0,0,27,99,8,87,1000.2,2,2,1
0,0,1,0,0,0,1,0,0,0,1,-9,62,8,63,983.09,0,3,2
0,0,1,0,0,1,0,0,0,0,1,43,86,43,87,991.56,8,1.5,1
0,0,1,0,0,0,1,0,0,0,1,-7,99,1,51,991.85,0,3,2
